Tau,Baseline,CGAR Mean,Baseline Mean,Improvement (%),p-value,Cohen's d,Significant
40,Round Robin,5216.346693959454,58191.829752200116,91.03594659908038,1.650838322239892e-05,-2.326904813576129,True
40,Least Connections,5216.346693959454,45483.30199933688,88.53129288186794,0.029888621196684922,-0.8822520715990367,True
40,Pure DQN,5216.346693959454,10452.849126351126,50.09641265356738,0.003629525086251591,-1.2149980175287796,True
40,Eps-Greedy DQN,5216.346693959454,6719.792400811422,22.37339514640997,0.08231602168045835,-0.6580199932384417,False
40,Heuristic Only,5216.346693959454,71123.00432158474,92.66573910408286,0.004262884365879582,-1.2432054010498328,True
40,RL Only,5216.346693959454,5041.519251452654,-3.4677531471574743,0.8133258120942575,0.08712699636553929,False
40,Static Hybrid,5216.346693959454,9079.343618433382,42.54709466696535,0.0007552996873539117,-1.39594991674195,True
