Tau,Router,Seed,P99,P95,SLA (%),Total Regret
20,Heuristic Only,10,124.10170132035661,120.59163104025879,69.265,148403.103923047
20,Heuristic Only,11,110.3296594908627,105.78457015484048,23.665,52387.18911360979
20,Heuristic Only,12,100.23376384967354,95.94891702124333,1.095,5517.811353905038
20,Heuristic Only,13,94.8657504108063,91.32903416485706,0.055,7239.81853117242
20,Heuristic Only,14,122.42312528143113,118.7933949086502,89.31,189430.9399175144
20,Heuristic Only,15,97.89539128954765,76.6148772771432,0.6649999999999999,3381.663538476341
20,RL Only,1,102.75952472303015,85.00250627530006,1.44,5440.653123975896
20,RL Only,2,97.55239364905263,88.22292070685562,0.515,4131.0146050487365
20,RL Only,3,102.58046676573815,92.69931167911726,1.5350000000000001,5480.048906288729
20,RL Only,4,95.49582412272615,85.37253202835917,0.42,3538.0799843711666
20,RL Only,5,99.59120049839225,91.74595045547301,0.9249999999999999,4678.620786988025
20,RL Only,6,96.04153996673358,85.3412357737704,0.49,3473.962161853554
20,RL Only,7,97.34905655613215,90.3324907937555,0.36,3878.1868679289446
20,RL Only,8,106.85524700349958,92.31320355554357,1.7049999999999998,6352.071903444729
20,RL Only,9,106.603422239051,97.47362519074822,3.195,8504.723903848959
20,RL Only,10,104.53411274038288,92.84940959797139,2.5,7587.250279985326
20,RL Only,11,100.79916155106585,94.45723130652046,1.315,6365.12375921779
20,RL Only,12,80.39048506132367,74.11079437412218,0.0,2516.3713234566085
20,RL Only,13,99.59655488064791,90.4915198841664,0.95,4527.019896306855
20,RL Only,14,102.6058298035426,91.12285581318291,1.5150000000000001,5433.382166050291
20,RL Only,15,96.54724540901829,89.70617398448253,0.555,4212.852397686511
20,Static Hybrid,1,98.96558351514255,93.49213041530969,0.69,4224.61532265201
20,Static Hybrid,2,106.3188822850771,95.91156220018217,3.15,9638.409225181067
20,Static Hybrid,3,102.37431377313453,93.67552417021956,1.6099999999999999,6730.00983129906
20,Static Hybrid,4,94.00560191953349,79.80684082670133,0.49500000000000005,3616.8396480848137
20,Static Hybrid,5,103.32105718080571,97.5918795251439,2.8400000000000003,8412.49827228515
20,Static Hybrid,6,106.1719299045603,94.08803270268821,2.82,7998.74441522568
20,Static Hybrid,7,113.42397865128927,99.23628959002923,4.5600000000000005,11872.981177326652
20,Static Hybrid,8,102.6110878886872,92.71015937321678,1.83,6166.66712897687
20,Static Hybrid,9,108.68040040225357,92.91933429659264,3.225,10205.701006427576
20,Static Hybrid,10,106.11300758332189,97.41754504349447,3.53,9327.997185601633
20,Static Hybrid,11,113.83361165272045,102.5054024949262,5.92,14633.971330328688
20,Static Hybrid,12,108.99621139370473,98.99539390591173,4.55,11302.736005773306
20,Static Hybrid,13,109.34886722264929,100.79002382114398,5.905,14321.669648022234
20,Static Hybrid,14,109.90981890596692,92.36450375669547,2.8449999999999998,8645.466359829534
20,Static Hybrid,15,109.21444836032109,98.74860397471376,4.5600000000000005,11944.847254654245
20,CGAR (Adaptive),1,92.98361251219485,77.44029016461387,0.26,3699.1780622528036
20,CGAR (Adaptive),2,99.39558593822827,83.12211413962697,0.91,4248.4659531380385
20,CGAR (Adaptive),3,103.32633320994194,82.12384645738199,1.085,4781.814454968745
20,CGAR (Adaptive),4,105.49330207136865,83.90449015817067,1.69,6830.258486699038
20,CGAR (Adaptive),5,103.13324078620677,76.82799856190839,1.355,5018.985669121096
20,CGAR (Adaptive),6,90.98751926124201,71.74149993208178,0.185,2752.754697985146
20,CGAR (Adaptive),7,95.01672765089705,79.09227911065037,0.33999999999999997,2982.438691630406
20,CGAR (Adaptive),8,112.06839250215377,97.29745937613214,3.315,9095.506735900992
20,CGAR (Adaptive),9,112.14298916228095,90.8627517236484,3.18,8793.149205195139
20,CGAR (Adaptive),10,92.40008926917622,86.69312104515163,0.015,2309.8351023039368
20,CGAR (Adaptive),11,101.78099047966876,94.41255427285945,1.6199999999999999,5395.105652053028
20,CGAR (Adaptive),12,102.87812574507528,91.54877595876827,1.3599999999999999,5560.65636410636
20,CGAR (Adaptive),13,99.82074938904736,84.97269292070287,0.985,4685.052566602513
20,CGAR (Adaptive),14,94.15875313941666,80.89514578141718,0.32,2578.8976978593623
20,CGAR (Adaptive),15,101.44819455118488,74.07344848438228,1.21,4692.140315976267
