Tau,Baseline,CGAR Mean,Baseline Mean,Improvement (%),p-value,Cohen's d,Significant
120,Round Robin,6234.557675621105,58191.829752200116,89.28619756043092,2.0006418229197024e-05,-2.277609686128119,True
120,Least Connections,6234.557675621105,45483.30199933688,86.29264498933695,0.03363956956073763,-0.8595134585467397,True
120,Pure DQN,6234.557675621105,10327.641722574032,39.63232030025126,0.021644038796450077,-0.9035764426761774,True
120,Eps-Greedy DQN,6234.557675621105,6664.0121102435905,6.444382565907249,0.6668314001758736,-0.15902532596956187,False
120,Heuristic Only,6234.557675621105,71123.00432158474,91.23411934705207,0.00473674197094934,-1.2235455189870283,True
120,RL Only,6234.557675621105,5102.198313752364,-22.193558388677328,0.22058140685681854,0.46095696245278295,False
120,Static Hybrid,6234.557675621105,9141.451381884614,31.799039176908252,0.017033378218058483,-0.9264798655567587,True
